SERVICE,LANGUAGE,DISASTER,PROMPT,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTScore_P,BERTScore_R,BERTScore_F1,COMET
deepL,spanish,flood,N/A,0.9260450160771704,0.8612903225806451,0.8488745980707396,60.80292275079197,0.9089696407318115,0.9087714552879333,0.90887051820755,0
deepL,spanish,extreme_wind,N/A,0.882775119617225,0.7601918465227818,0.7655502392344499,31.824426751915794,0.8825873732566833,0.8672069311141968,0.8748295903205872,0
deepL,spanish,fire,N/A,0.9479965899403239,0.8608027327070878,0.8303495311167945,50.6946057683945,0.8567533493041992,0.8657279014587402,0.861217200756073,0
deepL,spanish,boil_water_notice,N/A,0.8898614150255287,0.7830533235938641,0.688548504741065,27.925130264037186,0.8255618214607239,0.8479795455932617,0.836620569229126,0
deepL,spanish,911_outage,N/A,0.9116809116809117,0.8228571428571428,0.7777777777777778,48.29749255407468,0.8840798139572144,0.8713216781616211,0.8776543736457825,0
deepL,vietnamese,flood,N/A,0.911032028469751,0.8535714285714286,0.8327402135231317,58.42745015752141,0.9251863956451416,0.9273658990859985,0.9262748956680298,0
deepL,vietnamese,extreme_wind,N/A,0.8897338403041825,0.7928843710292249,0.699619771863118,31.629354402684687,0.8678299188613892,0.8724359273910522,0.8701267838478088,0
deepL,vietnamese,fire,N/A,0.8876712328767123,0.8014638609332113,0.7598173515981737,35.14264399020375,0.8204215168952942,0.8460261225700378,0.8330271244049072,0
deepL,vietnamese,boil_water_notice,N/A,0.8817391304347826,0.832752613240418,0.7791304347826087,45.34268718346932,0.8683367371559143,0.8980147838592529,0.8829265236854553,0
deepL,vietnamese,911_outage,N/A,0.9012738853503185,0.8530351437699681,0.751592356687898,49.283719605745034,0.8942152261734009,0.881623387336731,0.8878746628761292,0
deepL,arabic,flood,N/A,0.897119341563786,0.7892561983471074,0.786008230452675,37.54245861940197,0.9972065687179565,0.9964475631713867,0.9968268871307373,0
deepL,arabic,extreme_wind,N/A,0.9428172942817294,0.8671328671328672,0.8368200836820083,58.96877432383431,0.9822041392326355,0.9893081188201904,0.9857432842254639,0
deepL,arabic,fire,N/A,0.9462555066079296,0.8879082082965579,0.881057268722467,67.79149835765841,0.9762393236160278,0.9766289591789246,0.9764341711997986,0
deepL,arabic,boil_water_notice,N/A,0.9461486025903204,0.8928327645051194,0.8602590320381731,64.25967723822849,0.9922899007797241,0.9926110506057739,0.992450475692749,0
deepL,arabic,911_outage,N/A,0.9453471196454948,0.8681481481481481,0.8419497784342688,60.61705764319482,0.9594255089759827,0.9559069871902466,0.9576629400253296,0
deepL,chinese_traditional,flood,N/A,0.7194244604316545,0.4492753623188406,0.5611510791366906,7.9158166093450415,0.7842950820922852,0.8109882473945618,0.7974183559417725,0
deepL,chinese_traditional,extreme_wind,N/A,0.8491620111731844,0.7191011235955056,0.7430167597765365,36.000323576990546,0.8456804752349854,0.8404068946838379,0.8430354595184326,0
deepL,chinese_traditional,fire,N/A,0.7761194029850745,0.5805243445692884,0.7313432835820896,26.658819498024638,0.8938140273094177,0.8902525901794434,0.8920297622680664,0
deepL,chinese_traditional,boil_water_notice,N/A,0.8141891891891891,0.6372881355932203,0.7229729729729729,27.88041000861786,0.8808144330978394,0.8750330209732056,0.8779141902923584,0
deepL,chinese_traditional,911_outage,N/A,0.767741935483871,0.5584415584415585,0.6903225806451613,20.74581734664248,0.8714854717254639,0.8583014607429504,0.8648432493209839,0
