SERVICE,LANGUAGE,DISASTER,PROMPT,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTScore_P,BERTScore_R,BERTScore_F1,COMET
google_translate,spanish,flood,N/A,0.9579288025889967,0.8928571428571427,0.9223300970873787,70.69739066119807,0.9453177452087402,0.9443961381912231,0.9448567032814026,0
google_translate,spanish,extreme_wind,N/A,0.918484500574053,0.803222094361335,0.7921928817451206,41.73234341140461,0.9018213748931885,0.9029154777526855,0.9023680686950684,0
google_translate,spanish,fire,N/A,0.9395973154362416,0.8504201680672271,0.8137583892617449,45.03470873281715,0.8544436097145081,0.8682299256324768,0.8612816333770752,0
google_translate,spanish,boil_water_notice,N/A,0.9421742482652273,0.8416988416988417,0.7417116422513492,48.03075628594248,0.8673774003982544,0.8676780462265015,0.8675276637077332,0
google_translate,spanish,911_outage,N/A,0.9246088193456614,0.8302425106990012,0.7681365576102419,42.690759975939436,0.9005846977233887,0.8936771154403687,0.8971176147460938,0
google_translate,haitian_creole,flood,N/A,0.947935368043088,0.9045045045045045,0.8725314183123876,63.88458571027189,0.9325501322746277,0.9235195517539978,0.9280129075050354,0
google_translate,haitian_creole,extreme_wind,N/A,0.8548812664907655,0.7301587301587302,0.7097625329815304,32.241516318627795,0.8261544704437256,0.8233071565628052,0.8247283697128296,0
google_translate,haitian_creole,fire,N/A,0.9589552238805972,0.930841121495327,0.9011194029850745,74.59561614356909,0.9399257898330688,0.93359375,0.9367490410804749,0
google_translate,haitian_creole,boil_water_notice,N/A,0.9214574898785426,0.8580697485806976,0.7870445344129555,57.44588281467497,0.9009875059127808,0.899659276008606,0.9003228545188904,0
google_translate,haitian_creole,911_outage,N/A,0.8929219600725953,0.8342440801457196,0.8638838475499091,57.16925446689436,0.9176202416419983,0.8875758647918701,0.9023481011390686,0
google_translate,vietnamese,flood,N/A,0.8862478777589133,0.8245315161839862,0.8285229202037352,56.06641026356799,0.9109337329864502,0.9193875193595886,0.9151411056518555,0
google_translate,vietnamese,extreme_wind,N/A,0.9068010075566753,0.8282828282828284,0.7607052896725441,38.34562310354087,0.8951813578605652,0.8935062885284424,0.8943430185317993,0
google_translate,vietnamese,fire,N/A,0.8870673952641166,0.8248175182481752,0.7668488160291439,37.95464072380432,0.8208377361297607,0.8501701354980469,0.8352465033531189,0
google_translate,vietnamese,boil_water_notice,N/A,0.8610634648370497,0.8230240549828178,0.7821612349914236,42.812232704377465,0.8693090081214905,0.8973591923713684,0.8831114172935486,0
google_translate,vietnamese,911_outage,N/A,0.9201277955271566,0.8782051282051281,0.7699680511182109,49.29311816257326,0.92696613073349,0.9373255372047424,0.9321170449256897,0
google_translate,arabic,flood,N/A,0.9214876033057852,0.8547717842323653,0.8429752066115702,61.32314554305675,0.9968975186347961,0.996834397315979,0.9968659281730652,0
google_translate,arabic,extreme_wind,N/A,0.9308357348703172,0.838150289017341,0.8213256484149856,54.47374101898376,0.9989738464355469,0.9987301826477051,0.998852014541626,0
google_translate,arabic,fire,N/A,0.9120580235720762,0.846503178928247,0.8322756119673619,54.34382910624154,0.967574417591095,0.970160186290741,0.9688655734062195,0
google_translate,arabic,boil_water_notice,N/A,0.9426289034132169,0.8596363636363635,0.7770515613652869,54.36377223908345,0.973270058631897,0.9808892011642456,0.9770647287368774,0
google_translate,arabic,911_outage,N/A,0.9494640122511486,0.8755760368663594,0.7840735068912711,57.1997575043616,0.9113190770149231,0.85744708776474,0.8835626840591431,0
google_translate,chinese_traditional,flood,N/A,0.8473282442748091,0.7384615384615385,0.737404580152672,48.05721851260732,0.8801374435424805,0.8620978593826294,0.8710242509841919,0
google_translate,chinese_traditional,extreme_wind,N/A,0.744462860650706,0.4872004965859714,0.6780908532842236,13.586949600912316,0.8684183359146118,0.8683477640151978,0.8683830499649048,0
google_translate,chinese_traditional,fire,N/A,0.9172932330827066,0.8641509433962264,0.8909774436090225,70.56422342343689,0.9390538334846497,0.9245808720588684,0.9317612051963806,0
google_translate,chinese_traditional,boil_water_notice,N/A,0.9140893470790378,0.8482758620689653,0.8350515463917525,64.03291588138248,0.9210284948348999,0.9062485694885254,0.9135787487030029,0
google_translate,chinese_traditional,911_outage,N/A,0.8866666666666669,0.8187919463087248,0.8533333333333333,64.30473757000215,0.9342035055160522,0.9024360179901123,0.9180450439453125,0
