SERVICE,LANGUAGE,DISASTER,PROMPT,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTScore_P,BERTScore_R,BERTScore_F1,COMET
deepseek,spanish,flood,prompt_simple.txt,0.7840817897033309,0.5093341473863043,0.44381018717792314,0.6627262943817129,0.7022313475608826,0.7138597965240479,0.7079977989196777,0
deepseek,spanish,flood,prompt_persona.txt,0.8002260086468121,0.5733358556447606,0.4597612057324384,8.71622851196441,0.7558492422103882,0.7438538074493408,0.7498035430908203,0
deepseek,spanish,flood,prompt_one_shot.txt,0.8382802931971733,0.6205444162262398,0.5067190987314762,14.81805656565537,0.7285805940628052,0.7460550665855408,0.7372142672538757,0
deepseek,spanish,flood,prompt_cross_lingual_alignment.txt,0.7016940886825132,0.49392592797068363,0.4522023152225289,10.292476628919268,0.7459922432899475,0.7101908922195435,0.7276514172554016,0
deepseek,spanish,flood,prompt_chain_of_translation.txt,0.7863870536416547,0.5644768423784894,0.44709032977881213,7.258644576977667,0.7266398072242737,0.7283106446266174,0.7274742722511292,0
deepseek,spanish,flood,translate_flood.txt,0.9210214735881679,0.8321818747700347,0.829447383806207,57.21049730684307,0.9112765789031982,0.9205600023269653,0.9158947467803955,0
deepseek,spanish,extreme_wind,prompt_simple.txt,0.7739835451744342,0.5334060749500629,0.44956289813727124,4.716525970546247,0.6967684030532837,0.7055158615112305,0.7011148929595947,0
deepseek,spanish,extreme_wind,prompt_persona.txt,0.6387455546542335,0.48501022237790803,0.43903738625311245,7.222170400438162,0.7192180752754211,0.682935357093811,0.7006072998046875,0
deepseek,spanish,extreme_wind,prompt_one_shot.txt,0.8305662209918673,0.621249232412228,0.5191332492174586,15.290627183716689,0.7404229640960693,0.7174173593521118,0.7287386655807495,0
deepseek,spanish,extreme_wind,prompt_cross_lingual_alignment.txt,0.6207975188230107,0.4524551974677257,0.38696043694697607,5.267944908386991,0.7272331118583679,0.6938821077346802,0.710166335105896,0
deepseek,spanish,extreme_wind,prompt_chain_of_translation.txt,0.6497334847954399,0.4715563609641531,0.4262388301214317,7.301638952182567,0.7081170082092285,0.6834213733673096,0.6955500841140747,0
deepseek,spanish,extreme_wind,translate_extreme_wind.txt,0.9304587347974592,0.8289153404815481,0.7873171804023776,49.72226643596747,0.9111415147781372,0.9084574580192566,0.9097974896430969,0
deepseek,spanish,fire,prompt_simple.txt,0.5642008334580149,0.4566575018291785,0.4080059242835938,2.2880890646941974,0.7608871459960938,0.6853393912315369,0.7211400270462036,0
deepseek,spanish,fire,prompt_persona.txt,0.5430020844217202,0.4550918106961604,0.3736532212722998,4.583282259503512,0.7514709234237671,0.7016867399215698,0.7257260680198669,0
deepseek,spanish,fire,prompt_one_shot.txt,0.6540567691117485,0.5449690107542497,0.43223803834785174,7.931423058996208,0.7606822848320007,0.7249462604522705,0.7423844337463379,0
deepseek,spanish,fire,prompt_cross_lingual_alignment.txt,0.5448108025350384,0.45430536433625784,0.3640546337932691,4.581911021370031,0.7440211772918701,0.6929339170455933,0.7175694108009338,0
deepseek,spanish,fire,prompt_chain_of_translation.txt,0.5400567645910141,0.4624234464125401,0.3747502251491613,5.100025175094915,0.7588232755661011,0.6953727602958679,0.7257137894630432,0
deepseek,spanish,fire,translate_fire.txt,0.964391305466373,0.8773268567771368,0.8429147700552132,59.483618918951585,0.916313648223877,0.9220425486564636,0.9191691279411316,0
deepseek,spanish,boil_water_notice,prompt_simple.txt,0.8029970416630455,0.6185775545383314,0.4866613077701438,8.038716215943275,0.7507708668708801,0.7219557762145996,0.7360814809799194,0
deepseek,spanish,boil_water_notice,prompt_persona.txt,0.5426368286952019,0.44322178175217725,0.37952257628237895,4.386974065043651,0.7698333263397217,0.711336076259613,0.7394295334815979,0
deepseek,spanish,boil_water_notice,prompt_one_shot.txt,0.633481740290408,0.5326870227290985,0.437677219479323,8.951067889755846,0.7992433905601501,0.7341132164001465,0.7652950286865234,0
deepseek,spanish,boil_water_notice,prompt_cross_lingual_alignment.txt,0.5166308975787464,0.43805290123464286,0.36706765258116764,4.490129226154026,0.7581099271774292,0.7031090259552002,0.7295743227005005,0
deepseek,spanish,boil_water_notice,prompt_chain_of_translation.txt,0.5887812107112115,0.4789564877697763,0.3987075387093141,5.393310298938942,0.7828727960586548,0.7300400733947754,0.7555339336395264,0
deepseek,spanish,boil_water_notice,translate_boil_water_notice.txt,0.9179336408161645,0.8229310910940214,0.7270225256144011,41.11419014942433,0.8522266745567322,0.8716916441917419,0.8618492484092712,0
deepseek,spanish,911_outage,prompt_simple.txt,0.7506324929566961,0.5999715470855151,0.5018392117531257,7.761032410615369,0.6997105479240417,0.7420980930328369,0.720281183719635,0
deepseek,spanish,911_outage,prompt_persona.txt,0.7761377957610947,0.582920833408993,0.4675633488949478,9.378100900405755,0.7705125212669373,0.7286028861999512,0.7489718794822693,0
deepseek,spanish,911_outage,prompt_one_shot.txt,0.7984166679367708,0.6091063861472185,0.5023156147948052,11.961683146824377,0.806368350982666,0.7488843202590942,0.7765639424324036,0
deepseek,spanish,911_outage,prompt_cross_lingual_alignment.txt,0.7328103330597204,0.5373966792868957,0.4388424031957595,6.06690143717402,0.7412633299827576,0.7026163339614868,0.7214226126670837,0
deepseek,spanish,911_outage,prompt_chain_of_translation.txt,0.8060947478063598,0.6135022320897234,0.4988306991244505,10.714783644221697,0.7389430403709412,0.7240240573883057,0.7314074635505676,0
deepseek,spanish,911_outage,translate_911_outage.txt,0.9018852417662797,0.8122721976415033,0.774822739444643,43.94800576203976,0.8743077516555786,0.8616422414779663,0.8679288029670715,0
