SERVICE,LANGUAGE,DISASTER,PROMPT,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTScore_P,BERTScore_R,BERTScore_F1,COMET
chatgpt,spanish,flood,prompt_simple.txt,0.79506119353646,0.5352253377625704,0.47583099240631,4.550415841339066,0.7000369429588318,0.7297285795211792,0.7145744562149048,0
chatgpt,spanish,flood,prompt_persona.txt,0.7101200686106347,0.5232358003442341,0.44596912521440824,4.5724011073865,0.7354081869125366,0.7016093730926514,0.7181112766265869,0
chatgpt,spanish,flood,prompt_one_shot.txt,0.8162650602409638,0.6072507552870091,0.5873493975903614,20.22982498790853,0.7863367795944214,0.7773635387420654,0.7818244099617004,0
chatgpt,spanish,flood,prompt_cross_lingual_alignment.txt,0.7140439932318106,0.49235993208828527,0.46362098138747887,7.8111297580613135,0.7343397736549377,0.7094688415527344,0.7216901779174805,0
chatgpt,spanish,flood,prompt_chain_of_translation.txt,0.717948717948718,0.5214408233276158,0.45811965811965816,7.5797347262713854,0.7380073070526123,0.7097647786140442,0.7236105799674988,0
chatgpt,spanish,flood,translate_flood.txt,0.9456426431371092,0.8889755729955805,0.9075673567516361,72.6158963909244,0.9541397094726562,0.965612530708313,0.9598418474197388,0
chatgpt,spanish,extreme_wind,prompt_simple.txt,0.7191615975386676,0.5225477170953641,0.44752396083792345,0.9828863431737335,0.6918904185295105,0.6756036281585693,0.683650016784668,0
chatgpt,spanish,extreme_wind,prompt_persona.txt,0.573049645390071,0.4466571834992888,0.4,3.2111907322830366,0.722268283367157,0.6787393093109131,0.6998275518417358,0
chatgpt,spanish,extreme_wind,prompt_one_shot.txt,0.7808383233532934,0.6434573829531812,0.5604790419161677,13.679960813008822,0.7799763083457947,0.7527247667312622,0.7661082744598389,0
chatgpt,spanish,extreme_wind,prompt_cross_lingual_alignment.txt,0.594142259414226,0.4643356643356644,0.401673640167364,3.363024381496159,0.7191376686096191,0.6786121726036072,0.6982873678207397,0
chatgpt,spanish,extreme_wind,prompt_chain_of_translation.txt,0.5467625899280575,0.42712842712842713,0.3827338129496403,3.7266918591817126,0.7408678531646729,0.6825780272483826,0.7105294466018677,0
chatgpt,spanish,extreme_wind,translate_extreme_wind.txt,0.934313179628017,0.8534967567456471,0.8208998296407213,58.31205583734668,0.9331167340278625,0.9329211711883545,0.9330189824104309,0
chatgpt,spanish,fire,prompt_simple.txt,0.5810968109416855,0.46359934952963244,0.3943756158813019,1.9487169048679809,0.7475820779800415,0.7013319730758667,0.7237188220024109,0
chatgpt,spanish,fire,prompt_persona.txt,0.40881272949816405,0.3582822085889571,0.30844553243574047,1.2227549069371624,0.7802010774612427,0.6912360191345215,0.7330290675163269,0
chatgpt,spanish,fire,prompt_one_shot.txt,0.6350515463917527,0.53099173553719,0.47010309278350515,9.887138939092214,0.7546300292015076,0.691878080368042,0.7218928337097168,0
chatgpt,spanish,fire,prompt_cross_lingual_alignment.txt,0.4332129963898917,0.376357056694813,0.3249097472924188,1.7535392087325723,0.7659731507301331,0.6857728958129883,0.7236577868461609,0
chatgpt,spanish,fire,prompt_chain_of_translation.txt,0.4261501210653753,0.3713592233009709,0.32445520581113807,1.528088419972559,0.7700580358505249,0.6852123737335205,0.7251618504524231,0
chatgpt,spanish,fire,translate_fire.txt,0.964878456935705,0.8850951794823061,0.8539963863450435,60.448644150032536,0.9244657754898071,0.9279489517211914,0.9262040853500366,0
chatgpt,spanish,boil_water_notice,prompt_simple.txt,0.6355267663481462,0.5142684338940577,0.43654336356449935,3.489838727285648,0.7276642322540283,0.7059986591339111,0.7166677713394165,0
