SERVICE,LANGUAGE,DISASTER,PROMPT,ROUGE-1,ROUGE-2,ROUGE-L,BLEU,BERTScore_P,BERTScore_R,BERTScore_F1,COMET
gemini,spanish,flood,prompt_simple.txt,0.6550537729555808,0.45029855514478584,0.4170767312190833,0.6266187035540265,0.6778748035430908,0.691342830657959,0.6845425367355347,0
gemini,spanish,flood,prompt_persona.txt,0.7071476670369325,0.5158948606414793,0.4517657214910492,9.812088439122505,0.7315751314163208,0.7083984613418579,0.7198002934455872,0
gemini,spanish,flood,prompt_one_shot.txt,0.6934731193631439,0.5123307466824881,0.45497113376950304,9.217392150714513,0.753007173538208,0.7358469367027283,0.7443281412124634,0
gemini,spanish,flood,prompt_cross_lingual_alignment.txt,0.670322381283125,0.49370137584763585,0.45224006857163435,8.437378275455838,0.7435122728347778,0.7154011130332947,0.729185938835144,0
gemini,spanish,flood,prompt_chain_of_translation.txt,0.5611449256130107,0.4517454810523406,0.4120980262330864,6.6467564071503835,0.757972240447998,0.6925481557846069,0.7237847447395325,0
gemini,spanish,flood,translate_flood.txt,0.9434106076494869,0.8818952995924516,0.9033368581431654,70.85990026477116,0.9516619443893433,0.9557958245277405,0.9537243843078613,0
gemini,spanish,extreme_wind,prompt_simple.txt,0.5739940365846538,0.44476708158912936,0.4073760297028578,2.709883002391652,0.6938636898994446,0.6911479234695435,0.6925031542778015,0
gemini,spanish,extreme_wind,prompt_persona.txt,0.6631222676536439,0.5068220902445667,0.4318976593679527,6.40353154391738,0.7272850275039673,0.7050598859786987,0.7160000205039978,0
gemini,spanish,extreme_wind,prompt_one_shot.txt,0.5665047467432636,0.44920606134447627,0.4265129999074905,6.753150666717267,0.7493143677711487,0.6946244239807129,0.720933735370636,0
gemini,spanish,extreme_wind,prompt_cross_lingual_alignment.txt,0.5372136042743392,0.42618841303528915,0.3828875807871476,3.792247198009843,0.7322169542312622,0.6878713369369507,0.7093517184257507,0
gemini,spanish,extreme_wind,prompt_chain_of_translation.txt,0.5266047030484579,0.4268631304745022,0.3744757553300576,4.119737628191242,0.7303768396377563,0.689437985420227,0.709317147731781,0
gemini,spanish,extreme_wind,translate_extreme_wind.txt,0.934957832582618,0.8529640759220349,0.8172762681164819,53.76118469654913,0.9292596578598022,0.9301914572715759,0.9297254085540771,0
gemini,spanish,fire,prompt_simple.txt,0.21595621290814399,0.13369232400563283,0.16679426621354937,0.028569174054027667,0.6656361222267151,0.5545755624771118,0.605051577091217,0
gemini,spanish,fire,prompt_persona.txt,0.4726900993639737,0.38678988455654195,0.3442698033384559,4.215878209358725,0.7481402158737183,0.6877580285072327,0.7166794538497925,0
gemini,spanish,fire,prompt_one_shot.txt,0.45693958729045725,0.3717727639018752,0.34245719786559914,3.779207233038051,0.7453688383102417,0.6916876435279846,0.7175256013870239,0
gemini,spanish,fire,prompt_cross_lingual_alignment.txt,0.40439173527204997,0.3319904677332225,0.324176184451116,3.0404591778594496,0.7804280519485474,0.6888344883918762,0.731776237487793,0
gemini,spanish,fire,prompt_chain_of_translation.txt,0.37767229626564647,0.3154237748825497,0.30929961487604984,2.4285348743350754,0.7698054909706116,0.6625180244445801,0.71214359998703,0
gemini,spanish,fire,translate_fire.txt,0.953014900096704,0.8703771400205058,0.8394663076364977,53.773951496241864,0.9203914999961853,0.9218162298202515,0.9211033582687378,0
gemini,spanish,boil_water_notice,prompt_simple.txt,0.48672261563358654,0.3743166245943021,0.3546951922443397,2.209460890529357,0.7656699419021606,0.6963037252426147,0.7293412089347839,0
gemini,spanish,boil_water_notice,prompt_persona.txt,0.44585451342380633,0.3781732508691172,0.3376482042778016,2.4417838406978474,0.7727335691452026,0.6982761025428772,0.7336204051971436,0
gemini,spanish,boil_water_notice,prompt_one_shot.txt,0.4302832575873875,0.3714882469520747,0.33868793669487246,3.150088839143351,0.8250537514686584,0.6943274140357971,0.7540667653083801,0
gemini,spanish,boil_water_notice,prompt_cross_lingual_alignment.txt,0.4037073241858682,0.337971266209343,0.31663462428846556,2.105218181931525,0.8050599694252014,0.7106243371963501,0.7549002170562744,0
gemini,spanish,boil_water_notice,prompt_chain_of_translation.txt,0.43967382861331483,0.37418123900831607,0.33273508415782843,2.568330481624044,0.8254960775375366,0.7123128175735474,0.7647392749786377,0
gemini,spanish,boil_water_notice,translate_boil_water_notice.txt,0.917457700559531,0.8296278089067972,0.7209225727391538,40.537600507788,0.8575118780136108,0.8697609305381775,0.8635930418968201,0
gemini,spanish,911_outage,prompt_simple.txt,0.6941406790969564,0.5327312048726613,0.4732600999147662,2.829200282745462,0.7469497919082642,0.7048510313034058,0.7252900004386902,0
gemini,spanish,911_outage,prompt_persona.txt,0.6940551877029331,0.5117747549969709,0.44283561636847646,6.382003969659252,0.7133950591087341,0.6823413372039795,0.6975226998329163,0
